Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kW,Fault_Occurred,Error_Code
2026-05-18 22:50:58.283160,Heavy-Extruder-B,75.26,4.07,409.13,125.92,75.84,0,NONE
2026-05-18 22:52:58.283160,Heavy-Extruder-B,89.76,4.9,414.38,119.74,73.05,0,NONE
2026-05-18 22:54:58.283160,Heavy-Extruder-B,90.05,3.71,414.61,95.94,58.56,0,NONE
2026-05-18 22:56:58.283160,Induction-Furnace-A,95.6,5.78,421.53,120.47,74.76,0,NONE
2026-05-18 22:58:58.283160,Heavy-Extruder-B,112.6,5.48,411.43,120.95,73.26,1,ERR-TEMP-HIGH
2026-05-18 23:00:58.283160,Induction-Furnace-A,88.92,3.24,413.69,123.64,75.3,0,NONE
2026-05-18 23:02:58.283160,Heavy-Extruder-B,79.91,3.75,403.32,111.09,65.96,0,NONE
2026-05-18 23:04:58.283160,Cooling-Tower-D,84.74,2.67,423.67,102.07,63.66,0,NONE
2026-05-18 23:06:58.283160,Cooling-Tower-D,67.31,3.87,409.65,129.37,78.02,0,NONE
2026-05-18 23:08:58.283160,Stamping-Press-C,78.05,5.11,416.63,115.9,71.09,0,NONE
2026-05-18 23:10:58.283160,Cooling-Tower-D,80.91,4.17,414.49,122.57,74.79,0,NONE
2026-05-18 23:12:58.283160,Stamping-Press-C,79.76,4.87,414.51,115.78,70.65,0,NONE
2026-05-18 23:14:58.283160,Cooling-Tower-D,86.52,3.28,419.05,119.91,73.97,0,NONE
2026-05-18 23:16:58.283160,Induction-Furnace-A,76.78,5.14,423.36,113.26,70.59,0,NONE
2026-05-18 23:18:58.283160,Cooling-Tower-D,96.21,4.06,416.26,105.48,64.64,0,NONE
2026-05-18 23:20:58.283160,Stamping-Press-C,85.0,4.51,418.28,127.11,78.27,0,NONE
2026-05-18 23:22:58.283160,Stamping-Press-C,84.91,4.43,416.64,110.95,68.06,0,NONE
2026-05-18 23:24:58.283160,Heavy-Extruder-B,81.72,3.48,420.09,122.46,75.74,0,NONE
2026-05-18 23:26:58.283160,Induction-Furnace-A,86.55,3.58,412.69,126.16,76.65,0,NONE
2026-05-18 23:28:58.283160,Cooling-Tower-D,93.25,5.27,420.38,111.2,68.82,0,NONE
2026-05-18 23:30:58.283160,Heavy-Extruder-B,76.33,4.82,420.55,101.94,63.12,0,NONE
2026-05-18 23:32:58.283160,Cooling-Tower-D,78.42,5.34,420.41,156.39,96.8,0,NONE
2026-05-18 23:34:58.283160,Cooling-Tower-D,81.96,4.76,411.7,112.08,67.93,0,NONE
2026-05-18 23:36:58.283160,Heavy-Extruder-B,71.54,4.61,414.16,129.35,78.87,0,NONE
2026-05-18 23:38:58.283160,Heavy-Extruder-B,76.81,3.12,416.2,149.09,91.35,0,NONE
2026-05-18 23:40:58.283160,Heavy-Extruder-B,80.24,4.28,408.15,131.85,79.22,0,NONE
2026-05-18 23:42:58.283160,Heavy-Extruder-B,93.74,4.48,422.97,115.49,71.92,0,NONE
2026-05-18 23:44:58.283160,Heavy-Extruder-B,87.63,6.06,414.94,118.99,72.69,0,NONE
2026-05-18 23:46:58.283160,Cooling-Tower-D,86.94,5.05,416.42,107.51,65.91,0,NONE
2026-05-18 23:48:58.283160,Heavy-Extruder-B,93.51,5.73,412.11,133.23,80.83,0,NONE
2026-05-18 23:50:58.283160,Induction-Furnace-A,83.63,4.98,408.37,128.49,77.25,0,NONE
2026-05-18 23:52:58.283160,Stamping-Press-C,88.9,3.93,411.98,112.28,68.1,0,NONE
2026-05-18 23:54:58.283160,Heavy-Extruder-B,83.97,4.59,416.1,104.37,63.93,0,NONE
2026-05-18 23:56:58.283160,Heavy-Extruder-B,87.65,4.69,418.37,100.18,61.7,0,NONE
2026-05-18 23:58:58.283160,Cooling-Tower-D,79.17,3.75,415.81,134.8,82.52,0,NONE
2026-05-19 00:00:58.283160,Heavy-Extruder-B,60.61,4.19,416.73,121.81,74.73,0,NONE
2026-05-19 00:02:58.283160,Heavy-Extruder-B,83.66,4.34,413.31,123.22,74.98,0,NONE
2026-05-19 00:04:58.283160,Heavy-Extruder-B,99.23,5.78,417.48,107.66,66.17,0,NONE
2026-05-19 00:06:58.283160,Cooling-Tower-D,94.26,2.84,422.41,98.05,60.97,0,NONE
2026-05-19 00:08:58.283160,Heavy-Extruder-B,94.65,5.46,418.52,134.44,82.83,0,NONE
2026-05-19 00:10:58.283160,Stamping-Press-C,97.36,3.75,419.05,120.63,74.42,0,NONE
2026-05-19 00:12:58.283160,Cooling-Tower-D,85.89,3.4,416.47,133.61,81.92,0,NONE
2026-05-19 00:14:58.283160,Stamping-Press-C,86.97,5.44,407.48,114.21,68.51,0,NONE
2026-05-19 00:16:58.283160,Cooling-Tower-D,78.82,5.09,409.78,116.45,70.25,0,NONE
2026-05-19 00:18:58.283160,Heavy-Extruder-B,81.84,5.5,417.27,130.7,80.29,0,NONE
2026-05-19 00:20:58.283160,Stamping-Press-C,91.16,5.14,414.95,130.99,80.02,0,NONE
2026-05-19 00:22:58.283160,Cooling-Tower-D,97.04,6.15,417.2,131.96,81.05,0,NONE
2026-05-19 00:24:58.283160,Induction-Furnace-A,83.61,4.95,423.38,115.57,72.04,0,NONE
2026-05-19 00:26:58.283160,Heavy-Extruder-B,80.5,4.37,418.63,129.22,79.64,0,NONE
2026-05-19 00:28:58.283160,Cooling-Tower-D,85.01,4.77,421.29,136.64,84.75,0,NONE
2026-05-19 00:30:58.283160,Induction-Furnace-A,91.01,5.49,415.47,118.43,72.44,0,NONE
2026-05-19 00:32:58.283160,Cooling-Tower-D,70.56,3.88,410.96,112.3,67.94,0,NONE
2026-05-19 00:34:58.283160,Induction-Furnace-A,62.04,3.98,414.71,140.14,85.56,0,NONE
2026-05-19 00:36:58.283160,Heavy-Extruder-B,79.49,4.25,410.98,110.18,66.67,0,NONE
2026-05-19 00:38:58.283160,Stamping-Press-C,72.79,2.82,422.79,129.44,80.57,0,NONE
2026-05-19 00:40:58.283160,Induction-Furnace-A,79.92,4.61,418.95,119.12,73.47,0,NONE
2026-05-19 00:42:58.283160,Cooling-Tower-D,83.52,2.99,417.6,92.38,56.79,0,NONE
2026-05-19 00:44:58.283160,Heavy-Extruder-B,80.47,4.54,421.18,136.93,84.9,0,NONE
2026-05-19 00:46:58.283160,Induction-Furnace-A,99.52,5.19,404.9,78.63,46.87,0,NONE
2026-05-19 00:48:58.283160,Cooling-Tower-D,88.27,4.12,417.94,90.24,55.52,0,NONE
2026-05-19 00:50:58.283160,Cooling-Tower-D,88.0,5.84,408.45,127.91,76.91,0,NONE
2026-05-19 00:52:58.283160,Cooling-Tower-D,91.22,3.33,414.96,127.91,78.14,0,NONE
2026-05-19 00:54:58.283160,Induction-Furnace-A,73.61,5.45,413.44,110.44,67.22,0,NONE
2026-05-19 00:56:58.283160,Induction-Furnace-A,95.39,5.04,418.31,122.22,75.27,0,NONE
2026-05-19 00:58:58.283160,Induction-Furnace-A,84.24,3.13,416.14,82.03,50.25,0,NONE
2026-05-19 01:00:58.283160,Stamping-Press-C,91.7,6.67,421.73,130.6,81.09,0,NONE
2026-05-19 01:02:58.283160,Induction-Furnace-A,74.28,4.45,411.99,123.75,75.06,0,NONE
2026-05-19 01:04:58.283160,Induction-Furnace-A,69.46,3.8,418.55,119.32,73.52,0,NONE
2026-05-19 01:06:58.283160,Induction-Furnace-A,93.18,3.37,415.81,120.31,73.65,0,NONE
2026-05-19 01:08:58.283160,Stamping-Press-C,88.76,4.32,406.82,127.4,76.3,0,NONE
2026-05-19 01:10:58.283160,Induction-Furnace-A,75.98,4.4,410.41,119.57,72.24,0,NONE
2026-05-19 01:12:58.283160,Cooling-Tower-D,76.3,4.58,414.25,91.89,56.04,0,NONE
2026-05-19 01:14:58.283160,Induction-Furnace-A,96.25,4.26,420.56,152.94,94.7,0,NONE
2026-05-19 01:16:58.283160,Cooling-Tower-D,73.11,5.01,417.32,138.01,84.79,0,NONE
2026-05-19 01:18:58.283160,Cooling-Tower-D,101.43,4.19,409.16,100.73,60.67,0,NONE
2026-05-19 01:20:58.283160,Cooling-Tower-D,75.99,2.95,414.3,114.82,70.03,0,NONE
2026-05-19 01:22:58.283160,Stamping-Press-C,91.38,4.38,425.09,116.46,72.88,0,NONE
2026-05-19 01:24:58.283160,Stamping-Press-C,81.71,2.61,415.56,136.18,83.31,0,NONE
2026-05-19 01:26:58.283160,Stamping-Press-C,91.03,4.78,413.36,87.61,53.32,0,NONE
2026-05-19 01:28:58.283160,Induction-Furnace-A,79.56,3.72,417.46,112.51,69.15,0,NONE
2026-05-19 01:30:58.283160,Cooling-Tower-D,83.37,4.63,418.82,93.59,57.71,0,NONE
2026-05-19 01:32:58.283160,Stamping-Press-C,125.41,5.55,412.72,195.72,118.92,1,ERR-TEMP-HIGH
2026-05-19 01:34:58.283160,Stamping-Press-C,74.98,3.74,417.51,112.91,69.4,0,NONE
2026-05-19 01:36:58.283160,Induction-Furnace-A,92.41,5.35,413.36,121.2,73.75,0,NONE
2026-05-19 01:38:58.283160,Stamping-Press-C,79.87,4.15,418.6,110.93,68.36,0,NONE
2026-05-19 01:40:58.283160,Induction-Furnace-A,82.71,5.9,415.85,108.73,66.57,0,NONE
2026-05-19 01:42:58.283160,Heavy-Extruder-B,75.06,4.21,417.41,129.29,79.45,0,NONE
2026-05-19 01:44:58.283160,Stamping-Press-C,59.38,3.83,411.2,126.82,76.77,0,NONE
2026-05-19 01:46:58.283160,Heavy-Extruder-B,83.09,5.05,410.89,128.27,77.59,0,NONE
2026-05-19 01:48:58.283160,Induction-Furnace-A,109.13,4.15,419.73,117.35,72.51,0,NONE
2026-05-19 01:50:58.283160,Cooling-Tower-D,92.85,3.83,414.6,111.42,68.01,0,NONE
2026-05-19 01:52:58.283160,Stamping-Press-C,84.81,4.12,416.43,118.22,72.47,0,NONE
2026-05-19 01:54:58.283160,Induction-Furnace-A,82.37,4.46,413.47,127.52,77.62,0,NONE
2026-05-19 01:56:58.283160,Cooling-Tower-D,85.22,5.57,419.49,87.35,53.94,0,NONE
2026-05-19 01:58:58.283160,Cooling-Tower-D,90.47,2.95,411.96,125.91,76.36,0,NONE
2026-05-19 02:00:58.283160,Heavy-Extruder-B,73.19,4.52,414.32,124.64,76.02,0,NONE
2026-05-19 02:02:58.283160,Induction-Furnace-A,96.14,5.0,418.93,120.93,74.58,0,NONE
2026-05-19 02:04:58.283160,Cooling-Tower-D,92.15,4.65,420.86,117.76,72.96,0,NONE
2026-05-19 02:06:58.283160,Stamping-Press-C,92.18,5.55,412.38,81.51,49.48,0,NONE
2026-05-19 02:08:58.283160,Stamping-Press-C,89.38,4.44,424.8,113.4,70.92,0,NONE
2026-05-19 02:10:58.283160,Heavy-Extruder-B,85.2,4.35,416.57,146.84,90.05,0,NONE
2026-05-19 02:12:58.283160,Cooling-Tower-D,91.73,4.97,409.79,120.19,72.51,0,NONE
2026-05-19 02:14:58.283160,Induction-Furnace-A,90.92,4.58,416.85,115.39,70.81,0,NONE
2026-05-19 02:16:58.283160,Stamping-Press-C,81.46,4.19,413.09,120.25,73.13,0,NONE
2026-05-19 02:18:58.283160,Cooling-Tower-D,79.26,4.91,417.17,125.32,76.97,0,NONE
2026-05-19 02:20:58.283160,Cooling-Tower-D,86.02,3.98,414.79,129.88,79.31,0,NONE
2026-05-19 02:22:58.283160,Heavy-Extruder-B,100.49,4.01,415.37,116.57,71.28,0,NONE
2026-05-19 02:24:58.283160,Stamping-Press-C,72.61,4.08,410.44,126.37,76.36,0,NONE
2026-05-19 02:26:58.283160,Stamping-Press-C,70.32,5.58,419.95,145.15,89.74,0,NONE
2026-05-19 02:28:58.283160,Induction-Furnace-A,86.65,1.92,409.22,135.09,81.39,0,NONE
2026-05-19 02:30:58.283160,Stamping-Press-C,85.51,4.82,409.46,155.1,93.5,0,NONE
2026-05-19 02:32:58.283160,Induction-Furnace-A,86.73,4.53,416.84,110.15,67.59,0,NONE
2026-05-19 02:34:58.283160,Stamping-Press-C,87.44,3.16,423.01,145.14,90.39,0,NONE
2026-05-19 02:36:58.283160,Heavy-Extruder-B,82.77,4.75,413.24,108.14,65.79,0,NONE
2026-05-19 02:38:58.283160,Stamping-Press-C,99.9,4.88,418.5,125.3,77.2,0,NONE
2026-05-19 02:40:58.283160,Induction-Furnace-A,68.99,4.97,420.37,130.99,81.06,0,NONE
2026-05-19 02:42:58.283160,Induction-Furnace-A,76.72,2.38,419.07,112.34,69.31,0,NONE
2026-05-19 02:44:58.283160,Heavy-Extruder-B,83.97,5.59,413.44,121.32,73.84,0,NONE
2026-05-19 02:46:58.283160,Stamping-Press-C,68.57,3.91,409.54,133.66,80.59,0,NONE
2026-05-19 02:48:58.283160,Stamping-Press-C,83.24,5.05,403.96,109.35,65.03,0,NONE
2026-05-19 02:50:58.283160,Heavy-Extruder-B,101.61,5.09,413.69,145.04,88.33,0,NONE
2026-05-19 02:52:58.283160,Stamping-Press-C,85.21,3.8,420.89,99.23,61.49,0,NONE
2026-05-19 02:54:58.283160,Stamping-Press-C,87.31,5.03,409.38,149.1,89.86,0,NONE
2026-05-19 02:56:58.283160,Induction-Furnace-A,72.4,4.19,418.5,135.02,83.19,0,NONE
2026-05-19 02:58:58.283160,Stamping-Press-C,78.84,2.84,410.25,118.65,71.66,0,NONE
2026-05-19 03:00:58.283160,Stamping-Press-C,81.25,5.43,415.53,113.96,69.71,0,NONE
2026-05-19 03:02:58.283160,Heavy-Extruder-B,81.82,3.88,418.54,112.39,69.25,0,NONE
2026-05-19 03:04:58.283160,Heavy-Extruder-B,97.82,3.82,411.7,117.96,71.5,0,NONE
2026-05-19 03:06:58.283160,Cooling-Tower-D,90.58,4.18,415.85,119.27,73.02,0,NONE
2026-05-19 03:08:58.283160,Induction-Furnace-A,73.89,4.72,412.92,138.83,84.39,0,NONE
2026-05-19 03:10:58.283160,Stamping-Press-C,87.47,4.45,418.53,149.53,92.13,0,NONE
2026-05-19 03:12:58.283160,Stamping-Press-C,89.98,4.94,416.18,122.99,75.36,0,NONE
2026-05-19 03:14:58.283160,Cooling-Tower-D,96.4,3.43,415.28,107.32,65.61,0,NONE
2026-05-19 03:16:58.283160,Stamping-Press-C,100.81,3.91,422.79,111.81,69.6,0,NONE
2026-05-19 03:18:58.283160,Induction-Furnace-A,74.85,4.41,418.31,117.25,72.21,0,NONE
2026-05-19 03:20:58.283160,Cooling-Tower-D,76.89,6.02,411.55,104.55,63.34,0,NONE
2026-05-19 03:22:58.283160,Induction-Furnace-A,72.42,4.41,414.57,102.32,62.45,0,NONE
2026-05-19 03:24:58.283160,Cooling-Tower-D,82.66,5.37,414.62,151.46,92.45,0,NONE
2026-05-19 03:26:58.283160,Cooling-Tower-D,89.66,4.53,415.4,124.54,76.16,0,NONE
2026-05-19 03:28:58.283160,Heavy-Extruder-B,94.87,4.11,427.62,107.5,67.68,0,NONE
2026-05-19 03:30:58.283160,Induction-Furnace-A,84.24,4.3,416.85,132.25,81.16,0,NONE
2026-05-19 03:32:58.283160,Stamping-Press-C,81.8,4.37,404.82,102.32,60.98,0,NONE
2026-05-19 03:34:58.283160,Stamping-Press-C,86.52,4.98,412.29,103.56,62.86,0,NONE
2026-05-19 03:36:58.283160,Induction-Furnace-A,76.65,5.6,405.34,107.95,64.42,0,NONE
2026-05-19 03:38:58.283160,Stamping-Press-C,105.9,4.79,413.35,144.82,88.13,0,NONE
2026-05-19 03:40:58.283160,Stamping-Press-C,68.92,5.45,405.06,116.21,69.3,0,NONE
2026-05-19 03:42:58.283160,Induction-Furnace-A,86.85,3.73,410.64,83.37,50.4,0,NONE
2026-05-19 03:44:58.283160,Cooling-Tower-D,105.24,4.17,407.4,138.15,82.86,0,NONE
2026-05-19 03:46:58.283160,Induction-Furnace-A,85.07,3.92,416.92,115.4,70.83,0,NONE
2026-05-19 03:48:58.283160,Cooling-Tower-D,83.1,4.75,415.0,92.26,56.37,0,NONE
2026-05-19 03:50:58.283160,Stamping-Press-C,81.43,4.21,416.51,115.25,70.67,0,NONE
2026-05-19 03:52:58.283160,Stamping-Press-C,83.2,11.58,414.48,127.82,77.99,1,ERR-VIB-WARN
2026-05-19 03:54:58.283160,Stamping-Press-C,98.73,3.76,408.03,126.06,75.72,0,NONE
2026-05-19 03:56:58.283160,Heavy-Extruder-B,62.88,4.53,417.57,146.98,90.35,0,NONE
2026-05-19 03:58:58.283160,Cooling-Tower-D,100.33,5.05,424.61,107.21,67.02,0,NONE
2026-05-19 04:00:58.283160,Heavy-Extruder-B,70.76,2.85,417.05,120.7,74.11,0,NONE
2026-05-19 04:02:58.283160,Heavy-Extruder-B,82.33,6.2,412.87,109.51,66.56,0,NONE
2026-05-19 04:04:58.283160,Induction-Furnace-A,80.71,4.27,407.86,96.87,58.16,0,NONE
2026-05-19 04:06:58.283160,Heavy-Extruder-B,90.89,2.88,410.46,133.28,80.54,0,NONE
2026-05-19 04:08:58.283160,Induction-Furnace-A,69.02,4.63,417.27,126.95,77.98,0,NONE
2026-05-19 04:10:58.283160,Induction-Furnace-A,89.62,4.53,420.37,124.26,76.9,0,NONE
2026-05-19 04:12:58.283160,Heavy-Extruder-B,105.24,4.43,416.3,126.4,77.47,0,NONE
2026-05-19 04:14:58.283160,Cooling-Tower-D,71.37,5.29,419.0,109.72,67.68,0,NONE
2026-05-19 04:16:58.283160,Cooling-Tower-D,86.9,5.1,418.54,104.91,64.65,0,NONE
2026-05-19 04:18:58.283160,Cooling-Tower-D,78.38,4.74,417.53,120.56,74.11,0,NONE
2026-05-19 04:20:58.283160,Cooling-Tower-D,89.26,4.86,411.71,137.42,83.29,0,NONE
2026-05-19 04:22:58.283160,Cooling-Tower-D,85.19,4.42,415.87,144.12,88.24,0,NONE
2026-05-19 04:24:58.283160,Heavy-Extruder-B,78.59,5.92,410.76,131.93,79.78,0,NONE
2026-05-19 04:26:58.283160,Heavy-Extruder-B,89.88,3.32,415.09,120.44,73.6,0,NONE
2026-05-19 04:28:58.283160,Stamping-Press-C,103.04,4.61,416.65,124.05,76.09,0,NONE
2026-05-19 04:30:58.283160,Cooling-Tower-D,83.09,4.55,423.39,120.17,74.91,0,NONE
2026-05-19 04:32:58.283160,Heavy-Extruder-B,92.2,5.15,408.45,104.61,62.9,0,NONE
2026-05-19 04:34:58.283160,Stamping-Press-C,72.07,3.82,417.41,120.37,73.97,0,NONE
2026-05-19 04:36:58.283160,Cooling-Tower-D,75.44,3.11,422.41,99.98,62.17,0,NONE
2026-05-19 04:38:58.283160,Induction-Furnace-A,89.72,4.63,418.79,118.14,72.84,0,NONE
2026-05-19 04:40:58.283160,Stamping-Press-C,99.84,4.72,419.16,144.54,89.2,0,NONE
2026-05-19 04:42:58.283160,Heavy-Extruder-B,88.56,5.69,417.94,132.34,81.43,0,NONE
2026-05-19 04:44:58.283160,Induction-Furnace-A,81.87,3.48,421.49,106.15,65.87,0,NONE
2026-05-19 04:46:58.283160,Induction-Furnace-A,84.99,5.42,409.56,118.91,71.7,0,NONE
2026-05-19 04:48:58.283160,Induction-Furnace-A,72.5,6.39,408.07,107.48,64.57,0,NONE
2026-05-19 04:50:58.283160,Stamping-Press-C,91.05,4.2,414.97,119.06,72.74,0,NONE
2026-05-19 04:52:58.283160,Heavy-Extruder-B,93.82,3.47,404.19,135.62,80.7,0,NONE
2026-05-19 04:54:58.283160,Induction-Furnace-A,80.48,4.17,421.15,129.8,80.48,0,NONE
2026-05-19 04:56:58.283160,Cooling-Tower-D,80.3,4.51,421.1,157.26,97.49,0,NONE
2026-05-19 04:58:58.283160,Induction-Furnace-A,87.66,4.95,412.83,137.89,83.8,0,NONE
2026-05-19 05:00:58.283160,Induction-Furnace-A,80.63,4.03,413.15,123.06,74.85,0,NONE
2026-05-19 05:02:58.283160,Stamping-Press-C,84.34,5.74,414.64,130.16,79.45,0,NONE
2026-05-19 05:04:58.283160,Stamping-Press-C,106.0,3.61,415.26,116.96,71.51,0,NONE
2026-05-19 05:06:58.283160,Heavy-Extruder-B,82.53,3.11,415.64,103.09,63.08,0,NONE
2026-05-19 05:08:58.283160,Cooling-Tower-D,81.42,5.39,417.79,139.59,85.86,0,NONE
2026-05-19 05:10:58.283160,Stamping-Press-C,78.52,2.68,414.14,135.13,82.39,0,NONE
2026-05-19 05:12:58.283160,Induction-Furnace-A,92.44,4.34,419.72,116.38,71.91,0,NONE
